Sunday	0.275	0.0	0.725
Sunday	0.151	0.304	0.545
Sunday	0.336	0.17	0.493
Sunday	0.298	0.125	0.577
Sunday	0.29	0.101	0.609
Sunday	0.11	0.056	0.833
Sunday	0.217	0.236	0.547
Sunday	0.278	0.0	0.722
Sunday	0.281	0.0	0.719
Sunday	0.162	0.113	0.724
Sunday	0.191	0.0	0.809
Sunday	0.362	0.0	0.638
Sunday	0.203	0.0	0.797
Sunday	0.12	0.109	0.771
Sunday	0.108	0.086	0.806
Sunday	0.211	0.171	0.618
Sunday	0.268	0.04	0.692
Sunday	0.097	0.0	0.903
Sunday	0.209	0.04	0.751
Sunday	0.115	0.286	0.598
Sunday	0.379	0.0	0.621
Sunday	0.277	0.0	0.723
Sunday	0.286	0.0	0.714
Sunday	0.342	0.076	0.582
Sunday	0.266	0.0	0.734
Sunday	0.358	0.121	0.52
Sunday	0.152	0.287	0.562
Sunday	0.181	0.163	0.656
Sunday	0.137	0.0	0.863
Sunday	0.197	0.063	0.741
Sunday	0.196	0.09	0.714
Sunday	0.252	0.0	0.748
Sunday	0.204	0.0	0.796
Sunday	0.21	0.081	0.709
Sunday	0.228	0.075	0.696
Sunday	0.295	0.122	0.582
Sunday	0.172	0.0	0.828
Sunday	0.111	0.111	0.779
Sunday	0.061	0.271	0.667
Sunday	0.188	0.369	0.443
Sunday	0.135	0.0	0.865
Sunday	0.574	0.0	0.426
Sunday	0.209	0.0	0.791
Sunday	0.213	0.146	0.641
Sunday	0.061	0.108	0.831
Sunday	0.271	0.052	0.677
Sunday	0.219	0.121	0.66
Sunday	0.103	0.085	0.811
Sunday	0.197	0.0	0.803
Sunday	0.351	0.0	0.649
Sunday	0.365	0.0	0.635
Sunday	0.172	0.127	0.701
Sunday	0.0	0.0	1.0
Sunday	0.184	0.0	0.816
Sunday	0.247	0.116	0.637
Sunday	0.242	0.0	0.758
Sunday	0.064	0.17	0.765
Sunday	0.116	0.139	0.745
Sunday	0.22	0.0	0.78
Sunday	0.574	0.0	0.426
Sunday	0.126	0.035	0.839
Sunday	0.154	0.051	0.795
Sunday	0.208	0.047	0.744
Sunday	0.257	0.171	0.571
Sunday	0.299	0.0	0.701
Sunday	0.073	0.062	0.865
Sunday	0.138	0.0	0.862
Sunday	0.177	0.326	0.497
Sunday	0.197	0.0	0.803
Sunday	0.195	0.367	0.438
Sunday	0.233	0.067	0.701
Sunday	0.163	0.163	0.673
Sunday	0.168	0.136	0.696
Sunday	0.351	0.0	0.649
Sunday	0.187	0.08	0.733
Sunday	0.103	0.114	0.784
Sunday	0.153	0.104	0.743
Sunday	0.157	0.0	0.843
Sunday	0.457	0.0	0.543
Sunday	0.152	0.088	0.76
Sunday	0.16	0.088	0.752
Sunday	0.074	0.032	0.894
Sunday	0.045	0.169	0.786
Sunday	0.237	0.0	0.763
Sunday	0.235	0.037	0.728
Sunday	0.178	0.248	0.573
Sunday	0.351	0.0	0.649
Sunday	0.327	0.0	0.673
Sunday	0.158	0.115	0.726
Sunday	0.209	0.103	0.688
Sunday	0.147	0.0	0.853
Sunday	0.191	0.028	0.782
Sunday	0.092	0.0	0.908
Sunday	0.241	0.0	0.759
Sunday	0.498	0.0	0.502
Sunday	0.194	0.0	0.806
Sunday	0.259	0.15	0.591
Sunday	0.305	0.237	0.458
Sunday	0.226	0.111	0.664
Sunday	0.138	0.073	0.789
Sunday	0.2	0.0	0.8
Sunday	0.243	0.0	0.757
Sunday	0.277	0.122	0.601
Sunday	0.0	0.07	0.93
Sunday	0.048	0.201	0.751
Sunday	0.158	0.191	0.651
Sunday	0.274	0.098	0.627
Sunday	0.164	0.112	0.725
Sunday	0.185	0.055	0.759
Sunday	0.217	0.092	0.69
Sunday	0.25	0.088	0.662
Sunday	0.229	0.047	0.723
Sunday	0.265	0.0	0.735
Sunday	0.267	0.0	0.733
Sunday	0.037	0.141	0.822
Sunday	0.164	0.047	0.789
Sunday	0.113	0.135	0.752
Sunday	0.35	0.076	0.573
Sunday	0.254	0.038	0.708
Sunday	0.381	0.093	0.526
Sunday	0.133	0.214	0.653
Sunday	0.159	0.0	0.841
Sunday	0.197	0.261	0.542
Sunday	0.13	0.141	0.73
Sunday	0.332	0.0	0.668
Sunday	0.156	0.107	0.737
Sunday	0.286	0.0	0.714
Sunday	0.0	0.309	0.691
Sunday	0.0	0.316	0.684
Sunday	0.181	0.059	0.761
Sunday	0.22	0.11	0.669
Sunday	0.109	0.0	0.891
